,stations_id,betreibername,betrieb_von_datum,betrieb_bis_datum
1109,1759,Wetterdienst,1934-03-01 00:00:00+00:00,1945-05-31 00:00:00+02:00
1110,1759,Wetterdienst,1945-06-01 00:00:00+02:00,1949-12-31 00:00:00+01:00
1111,1759,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
1112,1759,DWD,1991-01-01 00:00:00+01:00,
1113,5516,Wetterdienst,1941-01-01 00:00:00+02:00,1952-11-10 00:00:00+01:00
1114,5516,DWD,1952-11-11 00:00:00+01:00,
1115,102,DWD,1970-06-04 00:00:00+01:00,
1116,3927,DWD,1956-10-01 00:00:00+01:00,
1117,1346,DWD,1925-05-01 00:00:00+01:00,
1118,1107,Wetterdienst,1899-02-01 00:00:00+00:18,1950-01-31 00:00:00+01:00
1119,1107,Wetterdienst,1950-03-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
1120,1107,DWD,1952-11-11 00:00:00+01:00,1962-09-09 00:00:00+01:00
1121,1107,DWD,1962-11-01 00:00:00+01:00,
1122,1255,Wetterdienst,1885-02-10 00:00:00+00:18,1952-11-10 00:00:00+01:00
1123,1255,DWD,1952-11-11 00:00:00+01:00,
1124,3739,Wetterdienst,1948-09-27 00:00:00+01:00,1952-11-10 00:00:00+01:00
1125,3739,DWD,1952-11-11 00:00:00+01:00,
1126,259,DWD,1869-12-01 00:00:00+00:18,2001-08-31 00:00:00+02:00
1127,259,DWD,2003-02-25 00:00:00+01:00,
1128,6159,DWD,1959-02-27 00:00:00+01:00,
1129,757,Wetterdienst,1936-12-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
1130,757,DWD,1952-11-11 00:00:00+01:00,
1131,5433,DWD,1956-04-19 00:00:00+01:00,1968-09-30 00:00:00+01:00
1132,5433,DWD,1968-10-24 00:00:00+01:00,1997-03-31 00:00:00+02:00
1133,5433,DWD,1997-06-24 00:00:00+02:00,
1134,6344,DWD,2003-10-01 00:00:00+02:00,
1135,1639,Wetterdienst,1844-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
1136,1639,DWD,1952-11-11 00:00:00+01:00,
1137,44,GeophysBdBw,1945-08-01 00:00:00+02:00,1948-12-31 00:00:00+01:00
1138,44,GeophysBdBw,1952-01-01 00:00:00+01:00,1993-06-30 00:00:00+02:00
1139,44,DWD,1993-07-01 00:00:00+02:00,
1140,3527,Wetterdienst,1890-08-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
1141,3527,DWD,1952-11-11 00:00:00+01:00,
1142,303,Wetterdienst,1902-07-01 00:00:00+00:00,1949-12-31 00:00:00+01:00
1143,303,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
1144,303,DWD,1991-01-01 00:00:00+01:00,
1145,5014,Wetterdienst,1951-05-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
1146,5014,DWD,1952-11-11 00:00:00+01:00,
1147,4605,Wetterdienst,1910-01-01 00:00:00+00:00,1949-12-31 00:00:00+01:00
1148,4605,Meteorologischer Dienst der DDR,1950-01-01 00:00:00+01:00,1990-12-31 00:00:00+01:00
1149,4605,DWD,1991-01-01 00:00:00+01:00,
1150,4336,Wetterdienst,1949-04-01 00:00:00+01:00,1952-11-10 00:00:00+01:00
1151,4336,DWD,1952-11-11 00:00:00+01:00,
1152,5347,DWD,1974-06-19 00:00:00+01:00,
1153,5800,DWD,1975-10-03 00:00:00+01:00,
1154,7341,DWD,2005-06-22 00:00:00+02:00,
1155,3402,Wetterdienst,1875-01-01 00:00:00+00:18,1952-11-10 00:00:00+01:00
1156,3402,DWD,1952-11-11 00:00:00+01:00,
1157,1645,Wetterdienst,1908-07-01 00:00:00+00:00,1952-11-10 00:00:00+01:00
1158,1645,DWD,1952-11-11 00:00:00+01:00,
1159,6099,DWD,2000-04-20 00:00:00+02:00,
1160,7331,DWD,2005-06-01 00:00:00+02:00,
1161,5839,DWD,1990-07-01 00:00:00+02:00,
